id,neighborhood,room_type,minimum_nights,number_of_reviews,availability_365,latitude,longitude,price
100418,Brooklyn,Entire home/apt,3,53,126,40.553148,-73.971273,235
100419,Queens,Shared room,11,12,245,40.823431,-73.842801,60
100420,Manhattan,Entire home/apt,28,33,320,40.554497,-74.003048,364
100421,Queens,Shared room,20,152,35,40.635502,-73.927989,167
100422,Bronx,Entire home/apt,11,127,185,40.833346,-74.084198,374
100423,Bronx,Private room,13,43,217,40.720846,-73.823769,223
100424,Brooklyn,Private room,10,115,3,40.652503,-73.902185,400
100425,Manhattan,Private room,14,71,285,40.897283,-73.901974,94
100426,Brooklyn,Private room,21,125,97,40.764347,-73.990538,353
100427,Queens,Entire home/apt,24,84,299,40.622219,-74.11722,57
100428,Bronx,Private room,2,76,149,40.528017,-74.146506,57
100429,Brooklyn,Private room,7,84,255,40.663993,-74.014112,111
100430,Brooklyn,Private room,21,101,165,40.661087,-73.944546,149
100431,Queens,Entire home/apt,26,65,67,40.800242,-73.83682,78
100432,Brooklyn,Shared room,23,72,54,40.741446,-74.222139,83
100433,Bronx,Private room,6,185,263,40.653009,-73.740558,254
100434,Staten Island,Private room,21,84,311,40.709668,-73.966774,290
100435,Queens,Private room,23,75,15,40.777856,-74.034058,184
100436,Staten Island,Shared room,24,165,207,40.846272,-73.993301,91
100437,Staten Island,Shared room,23,46,124,40.589049,-73.777357,110
100438,Bronx,Shared room,1,194,235,40.588937,-73.858685,112
100439,Bronx,Private room,7,15,172,40.839839,-74.181668,220
100440,Queens,Entire home/apt,24,1,184,40.768862,-74.046323,366
100441,Brooklyn,Entire home/apt,23,109,279,40.892568,-74.146745,242
100442,Bronx,Entire home/apt,10,123,200,40.554288,-73.87965,184
100443,Bronx,Private room,16,2,294,40.566634,-74.146578,197
100444,Bronx,Entire home/apt,19,59,159,40.767648,-74.137368,69
100445,Queens,Shared room,1,156,129,40.732454,-73.95022,321
100446,Brooklyn,Entire home/apt,8,181,224,40.897741,-74.043018,366
100447,Staten Island,Private room,24,162,63,40.842829,-74.081593,323
100448,Manhattan,Private room,7,40,97,40.785755,-73.865546,77
100449,Staten Island,Entire home/apt,13,80,283,40.794531,-74.184398,148
100450,Staten Island,Private room,30,10,223,40.701324,-73.829455,180
100451,Bronx,Shared room,14,107,91,40.737396,-74.191383,101
100452,Brooklyn,Entire home/apt,26,156,207,40.652302,-73.832931,344
100453,Bronx,Shared room,5,166,329,40.741304,-73.837478,371
100454,Manhattan,Private room,14,81,71,40.574541,-73.974789,226
100455,Manhattan,Shared room,24,54,365,40.519186,-74.18025,315
100456,Staten Island,Private room,17,99,152,40.603871,-73.814093,214
100457,Queens,Shared room,2,149,104,40.809987,-73.918112,274
100458,Manhattan,Private room,10,51,131,40.589465,-74.121605,384
100459,Brooklyn,Entire home/apt,17,187,174,40.612597,-73.919208,293
100460,Staten Island,Shared room,28,61,36,40.677263,-74.249297,71
100461,Bronx,Private room,5,56,7,40.756699,-73.757765,40
100462,Brooklyn,Shared room,4,41,289,40.719186,-74.002107,261
100463,Queens,Entire home/apt,4,48,117,40.586134,-74.09499,274
100464,Bronx,Entire home/apt,11,164,328,40.870402,-74.092548,359
100465,Manhattan,Shared room,10,58,9,40.744895,-74.053619,207
100466,Queens,Shared room,2,33,142,40.559584,-74.0463,43
100467,Brooklyn,Private room,17,58,6,40.573046,-74.214991,272
100468,Manhattan,Shared room,19,142,317,40.652469,-74.000203,329
100469,Bronx,Entire home/apt,12,29,297,40.845615,-73.797261,382
100470,Brooklyn,Entire home/apt,17,129,255,40.517512,-73.944985,123
100471,Bronx,Entire home/apt,9,149,80,40.653873,-73.913619,341
100472,Queens,Entire home/apt,30,67,157,40.664322,-74.242752,69
100473,Staten Island,Entire home/apt,17,163,27,40.730739,-74.134399,347
100474,Brooklyn,Entire home/apt,15,45,289,40.601585,-74.090695,190
100475,Bronx,Entire home/apt,9,179,267,40.61512,-74.241793,125
100476,Bronx,Private room,30,195,109,40.561602,-73.748944,58
100477,Staten Island,Private room,1,177,162,40.612627,-74.242341,186
100478,Queens,Private room,9,150,116,40.847772,-73.948687,330
100479,Bronx,Shared room,6,61,252,40.850313,-74.036167,94
100480,Queens,Private room,30,23,35,40.565553,-73.758652,255
100481,Bronx,Private room,16,49,280,40.536003,-73.978116,258
100482,Staten Island,Entire home/apt,4,23,272,40.634546,-74.013587,55
100483,Queens,Shared room,21,95,267,40.817279,-73.795823,80
100484,Queens,Shared room,14,77,59,40.65898,-74.227774,153
100485,Staten Island,Entire home/apt,1,77,163,40.892638,-74.097462,168
100486,Staten Island,Private room,30,31,241,40.67824,-74.154046,301
100487,Queens,Entire home/apt,27,16,330,40.793345,-74.158531,236
100488,Staten Island,Shared room,2,69,101,40.807146,-73.757291,366
100489,Queens,Shared room,9,73,79,40.555218,-74.073296,204
100490,Queens,Shared room,24,76,346,40.523527,-73.969403,193
100491,Manhattan,Private room,5,88,156,40.692943,-73.967964,322
100492,Brooklyn,Entire home/apt,29,146,231,40.724616,-74.243997,108
100493,Manhattan,Private room,2,68,20,40.807764,-73.880589,259
100494,Staten Island,Shared room,11,1,303,40.695647,-73.870136,400
100495,Queens,Private room,29,42,204,40.769738,-73.842521,305
100496,Bronx,Shared room,23,170,103,40.628678,-73.739506,189
100497,Staten Island,Shared room,19,51,243,40.611982,-74.183407,198
100498,Queens,Private room,25,102,228,40.723928,-74.217752,273
100499,Brooklyn,Entire home/apt,26,26,119,40.575051,-73.791871,132
100500,Brooklyn,Private room,10,126,73,40.551474,-73.830032,279
100501,Queens,Private room,26,64,272,40.563687,-73.846598,112
100502,Manhattan,Private room,3,73,114,40.707422,-73.851391,85
100503,Bronx,Private room,8,173,244,40.685069,-73.903079,175
100504,Brooklyn,Shared room,30,49,66,40.554331,-74.153561,196
100505,Staten Island,Private room,22,150,142,40.861261,-73.871651,133
100506,Brooklyn,Shared room,9,60,298,40.762793,-74.240901,378
100507,Manhattan,Private room,28,156,120,40.794658,-73.726715,101
100508,Bronx,Shared room,23,41,20,40.886525,-73.951494,260
100509,Manhattan,Entire home/apt,8,61,114,40.817169,-73.77909,77
100510,Manhattan,Shared room,16,119,160,40.652913,-74.232554,81
100511,Manhattan,Shared room,17,122,69,40.873898,-73.798038,253
100512,Manhattan,Private room,12,176,87,40.611821,-74.02192,140
100513,Manhattan,Entire home/apt,7,24,226,40.613558,-73.711216,204
100514,Brooklyn,Shared room,25,122,256,40.881327,-74.179395,261
100515,Manhattan,Entire home/apt,12,198,22,40.639073,-73.988864,158
100516,Bronx,Shared room,12,130,14,40.756801,-73.951954,292
100517,Bronx,Private room,20,94,72,40.787132,-74.155276,194
100518,Staten Island,Private room,9,169,228,40.668964,-73.779482,124
100519,Manhattan,Private room,25,69,300,40.654672,-74.153287,308
100520,Staten Island,Private room,14,69,307,40.568416,-73.918723,118
100521,Manhattan,Shared room,24,125,208,40.831102,-74.138114,388
100522,Bronx,Entire home/apt,16,41,199,40.737505,-73.717,225
100523,Manhattan,Shared room,13,80,257,40.688855,-73.752692,205
100524,Queens,Entire home/apt,9,151,327,40.847681,-74.206212,143
100525,Staten Island,Entire home/apt,27,22,292,40.57557,-73.712812,143
100526,Brooklyn,Shared room,19,29,134,40.541057,-74.16973,313
100527,Staten Island,Entire home/apt,4,183,268,40.512513,-73.938379,279
100528,Bronx,Shared room,13,159,210,40.75748,-74.01725,57
100529,Manhattan,Private room,12,95,1,40.57929,-73.832188,337
100530,Queens,Private room,7,108,87,40.546522,-74.053376,350
100531,Bronx,Private room,15,93,75,40.63854,-73.928137,334
100532,Manhattan,Entire home/apt,17,0,118,40.502322,-74.110238,58
100533,Bronx,Entire home/apt,24,40,33,40.737581,-73.706786,370
100534,Bronx,Private room,13,8,141,40.83256,-74.132075,161
100535,Manhattan,Private room,5,159,319,40.548464,-73.712212,154
100536,Queens,Shared room,9,193,56,40.773477,-74.229897,355
100537,Staten Island,Shared room,1,37,84,40.862841,-74.021455,153
100538,Queens,Entire home/apt,14,24,125,40.517652,-74.084969,61
100539,Staten Island,Shared room,22,21,110,40.580293,-73.735866,179
100540,Brooklyn,Entire home/apt,21,176,29,40.78176,-73.988094,53
100541,Brooklyn,Entire home/apt,17,165,163,40.592628,-74.21004,326
100542,Staten Island,Shared room,11,75,128,40.78568,-74.198855,234
100543,Manhattan,Shared room,23,78,47,40.723429,-73.932232,107
100544,Manhattan,Entire home/apt,10,106,221,40.631546,-73.72572,310
100545,Queens,Shared room,12,169,160,40.738168,-73.845547,184
100546,Staten Island,Entire home/apt,8,3,11,40.552808,-73.868552,286
100547,Queens,Entire home/apt,17,159,3,40.654071,-73.996158,204
100548,Staten Island,Shared room,12,176,114,40.688685,-74.006136,91
100549,Manhattan,Private room,17,78,130,40.698387,-74.068661,305
100550,Staten Island,Private room,11,61,290,40.876549,-74.191019,315
100551,Brooklyn,Private room,21,121,131,40.58941,-74.208872,394
100552,Queens,Entire home/apt,25,91,99,40.823352,-73.876425,228
100553,Queens,Shared room,13,28,231,40.71518,-73.926265,282
100554,Staten Island,Private room,10,2,235,40.665354,-73.988123,79
100555,Manhattan,Private room,19,147,186,40.784813,-74.01632,312
100556,Manhattan,Shared room,20,9,259,40.641486,-73.923437,381
100557,Queens,Private room,10,139,225,40.699983,-73.939671,358
100558,Manhattan,Entire home/apt,30,26,351,40.725379,-74.048584,175
100559,Manhattan,Entire home/apt,27,50,308,40.537183,-74.139824,125
100560,Queens,Private room,13,30,111,40.773445,-73.778291,361
100561,Queens,Shared room,15,131,318,40.818975,-73.944661,57
100562,Brooklyn,Private room,23,84,60,40.696512,-74.087512,120
100563,Brooklyn,Entire home/apt,6,8,286,40.546995,-73.839631,148
100564,Queens,Shared room,21,199,162,40.820561,-74.178104,309
100565,Queens,Shared room,10,86,168,40.772231,-74.159255,319
100566,Manhattan,Entire home/apt,4,89,225,40.595064,-74.035462,347
100567,Brooklyn,Private room,23,148,164,40.826377,-74.117513,135
100568,Brooklyn,Entire home/apt,14,119,230,40.60837,-74.029576,156
100569,Queens,Shared room,11,60,201,40.84488,-74.150295,153
100570,Queens,Private room,18,0,200,40.673586,-73.87484,229
100571,Brooklyn,Private room,26,89,191,40.801791,-73.774746,45
100572,Brooklyn,Entire home/apt,24,74,153,40.829091,-73.989952,195
100573,Staten Island,Entire home/apt,6,154,137,40.716392,-73.960553,164
100574,Brooklyn,Private room,28,32,316,40.651065,-73.967874,64
100575,Bronx,Private room,21,26,125,40.794436,-74.144356,227
100576,Brooklyn,Private room,19,163,225,40.802855,-74.147018,99
100577,Queens,Private room,17,125,48,40.888103,-73.894285,129
100578,Staten Island,Private room,12,188,333,40.875692,-74.074339,325
100579,Brooklyn,Entire home/apt,4,191,4,40.860246,-73.747537,192
100580,Manhattan,Shared room,17,71,315,40.838784,-74.170764,384
100581,Staten Island,Entire home/apt,27,37,247,40.824185,-74.181829,98
100582,Bronx,Shared room,16,29,51,40.772704,-74.086573,364
100583,Bronx,Private room,3,147,47,40.778443,-73.902311,266
100584,Bronx,Private room,13,154,146,40.656172,-74.225851,63
100585,Staten Island,Shared room,8,20,122,40.534104,-73.931263,119
100586,Bronx,Shared room,14,6,92,40.630017,-74.024066,157
100587,Queens,Private room,28,15,353,40.854336,-74.007886,354
100588,Manhattan,Private room,7,147,56,40.503227,-73.993187,298
100589,Manhattan,Private room,16,91,99,40.656063,-73.950402,144
100590,Brooklyn,Private room,11,118,343,40.662367,-73.932224,273
100591,Manhattan,Entire home/apt,24,84,213,40.603451,-73.836857,47
100592,Staten Island,Shared room,21,164,298,40.814855,-73.72123,312
100593,Staten Island,Shared room,2,171,300,40.77432,-74.177706,342
100594,Brooklyn,Private room,23,176,294,40.862197,-74.11948,91
100595,Manhattan,Entire home/apt,4,184,242,40.594196,-73.99981,169
100596,Bronx,Private room,20,38,134,40.702218,-74.092981,81
100597,Queens,Private room,10,40,304,40.812532,-73.756735,255
100598,Queens,Shared room,14,190,288,40.564083,-73.940966,140
100599,Staten Island,Shared room,11,200,302,40.615936,-73.769816,77
100600,Brooklyn,Private room,28,187,358,40.830716,-74.064075,287
100601,Brooklyn,Private room,17,84,233,40.779843,-73.71935,97
100602,Queens,Private room,15,68,131,40.690965,-73.929909,57
100603,Manhattan,Private room,10,114,200,40.727014,-74.108171,294
100604,Queens,Private room,11,191,46,40.605191,-73.749162,293
100605,Manhattan,Entire home/apt,11,46,136,40.838039,-74.245536,370
100606,Queens,Private room,7,21,120,40.629997,-73.965065,47
100607,Staten Island,Private room,13,180,225,40.550436,-74.0687,105
100608,Staten Island,Entire home/apt,1,19,134,40.719954,-73.896678,215
100609,Staten Island,Private room,1,150,149,40.663373,-73.951291,124
100610,Staten Island,Shared room,23,169,63,40.783744,-74.182562,158
100611,Brooklyn,Entire home/apt,22,116,271,40.802861,-73.839364,45
100612,Bronx,Shared room,11,95,29,40.67105,-73.952823,240
100613,Staten Island,Entire home/apt,21,188,280,40.64946,-74.082867,300
100614,Queens,Shared room,21,75,52,40.870999,-73.84833,165
100615,Staten Island,Private room,29,117,124,40.746899,-73.985394,295
100616,Staten Island,Entire home/apt,11,178,96,40.65889,-73.778942,44
100617,Staten Island,Entire home/apt,6,60,76,40.865369,-74.185394,379
100618,Bronx,Private room,16,150,44,40.802333,-73.887469,269
100619,Queens,Private room,20,29,295,40.792088,-74.096119,164
100620,Manhattan,Private room,8,46,30,40.56145,-73.921846,185
100621,Queens,Shared room,4,56,336,40.854856,-73.926318,388
100622,Manhattan,Shared room,3,179,199,40.666805,-74.056445,187
100623,Brooklyn,Entire home/apt,25,27,7,40.55495,-74.005201,245
100624,Staten Island,Shared room,27,18,339,40.680729,-74.194815,314
100625,Queens,Entire home/apt,5,199,26,40.64808,-74.065719,352
100626,Queens,Private room,12,135,315,40.656529,-74.184302,74
100627,Bronx,Shared room,26,149,195,40.691287,-73.770332,104
100628,Queens,Private room,16,61,33,40.641255,-73.822746,324
100629,Manhattan,Shared room,2,84,95,40.812365,-74.188468,67
100630,Staten Island,Shared room,27,99,125,40.640216,-73.960754,291
100631,Staten Island,Entire home/apt,6,193,284,40.768616,-74.192121,359
100632,Queens,Shared room,24,160,199,40.583109,-73.76752,65
100633,Queens,Shared room,1,195,322,40.621657,-74.220524,54
100634,Staten Island,Shared room,13,124,47,40.701789,-74.087237,297
100635,Staten Island,Shared room,9,125,306,40.73854,-74.203065,105
100636,Manhattan,Private room,1,182,298,40.629288,-73.83934,99
100637,Manhattan,Shared room,2,162,108,40.641761,-73.963045,386
100638,Staten Island,Private room,26,166,348,40.500266,-73.729665,182
100639,Queens,Private room,15,43,219,40.724117,-74.093478,233
100640,Queens,Private room,3,105,284,40.808287,-73.946026,44
100641,Staten Island,Shared room,24,115,330,40.534799,-74.079274,116
100642,Queens,Shared room,5,184,300,40.541342,-73.739511,193
100643,Queens,Shared room,14,14,329,40.789647,-74.16033,215
100644,Queens,Private room,2,96,147,40.58698,-74.053564,301
100645,Queens,Entire home/apt,30,196,326,40.79102,-73.747644,393
100646,Bronx,Shared room,10,3,338,40.596035,-73.965881,303
100647,Manhattan,Shared room,6,172,326,40.614053,-73.988105,270
100648,Manhattan,Entire home/apt,6,21,313,40.526536,-74.130132,324
100649,Bronx,Entire home/apt,19,67,98,40.541263,-73.86506,160
100650,Bronx,Entire home/apt,20,89,252,40.769881,-74.245597,392
100651,Staten Island,Private room,23,29,12,40.599667,-74.08597,119
100652,Brooklyn,Shared room,8,85,76,40.755421,-73.702969,246
100653,Staten Island,Private room,15,166,134,40.808936,-73.867561,306
100654,Queens,Private room,24,17,137,40.589678,-73.980887,133
100655,Bronx,Shared room,11,136,356,40.737398,-74.220943,380
100656,Staten Island,Shared room,19,5,84,40.733431,-74.100561,318
100657,Bronx,Private room,6,1,144,40.777483,-73.878966,173
100658,Bronx,Private room,22,193,70,40.610272,-74.211329,40
100659,Queens,Private room,1,184,146,40.682575,-73.755764,234
100660,Brooklyn,Entire home/apt,10,67,290,40.501835,-73.789356,184
100661,Bronx,Private room,22,168,188,40.71565,-73.963756,131
100662,Bronx,Private room,3,126,164,40.515182,-73.762679,215
100663,Bronx,Entire home/apt,15,69,329,40.595552,-73.792648,211
100664,Bronx,Shared room,25,150,229,40.524485,-73.905034,172
100665,Queens,Entire home/apt,5,139,330,40.642602,-73.790469,99
100666,Queens,Entire home/apt,16,93,94,40.516219,-73.919492,246
100667,Bronx,Private room,10,187,26,40.525515,-73.701598,44
100668,Brooklyn,Entire home/apt,21,52,71,40.554433,-74.09399,247
100669,Brooklyn,Shared room,18,66,249,40.8462,-74.046503,364
100670,Staten Island,Entire home/apt,21,26,332,40.597407,-74.217625,327
100671,Queens,Shared room,3,126,96,40.588597,-73.701282,80
100672,Bronx,Shared room,7,125,104,40.565018,-73.946313,116
100673,Brooklyn,Private room,25,159,283,40.697776,-74.21597,303
100674,Bronx,Entire home/apt,4,51,330,40.887033,-74.142175,379
100675,Bronx,Entire home/apt,14,123,234,40.699264,-73.890865,162
100676,Queens,Shared room,30,62,70,40.723892,-74.224467,146
100677,Manhattan,Entire home/apt,20,123,21,40.643874,-73.713994,387
100678,Manhattan,Shared room,3,197,15,40.819688,-73.97554,387
100679,Bronx,Shared room,19,55,82,40.61941,-73.779024,171
100680,Queens,Entire home/apt,27,136,164,40.593615,-73.78968,59
100681,Brooklyn,Private room,21,195,288,40.885134,-73.954095,231
100682,Queens,Entire home/apt,12,67,159,40.811875,-73.971286,394
100683,Staten Island,Shared room,29,43,201,40.859001,-74.207267,241
100684,Staten Island,Private room,27,182,251,40.781115,-73.892047,238
100685,Queens,Shared room,15,116,27,40.754604,-73.882151,182
100686,Queens,Entire home/apt,1,154,203,40.817777,-74.005441,77
100687,Bronx,Shared room,4,80,92,40.584622,-73.986414,49
100688,Bronx,Shared room,1,184,278,40.554521,-73.941051,43
100689,Staten Island,Entire home/apt,28,91,254,40.517496,-73.723822,309
100690,Staten Island,Entire home/apt,2,151,251,40.833309,-73.887892,41
100691,Manhattan,Shared room,1,52,71,40.89643,-73.719971,210
100692,Queens,Private room,15,113,283,40.873608,-73.837327,50
100693,Queens,Entire home/apt,16,13,234,40.696503,-73.927823,99
100694,Bronx,Entire home/apt,27,85,131,40.731368,-73.905202,381
100695,Bronx,Shared room,24,135,4,40.844364,-73.748752,290
100696,Bronx,Private room,22,82,148,40.724328,-74.130318,212
100697,Staten Island,Shared room,2,27,198,40.889479,-73.836232,209
100698,Bronx,Private room,11,194,16,40.752584,-74.14569,64
100699,Bronx,Shared room,19,36,321,40.800328,-73.951937,81
